,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
6864,1004487,Sebastopol CFM,,,,,,New Town Plaza,Sebastopol,Sonoma,California,95472,,,,,,,,,-122.84200000000001,38.3961,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
6866,1005619,Second Street Plaza Farmers' Market,http://www.urbantable.org,,,,,303 Second St. between Folsom and Harrison Streets,San Francisco,San Francisco,California,94107,June to October,Wed:10:00 AM - 2:00 PM;,,,,,,,-122.395785,37.785046,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/19/2012 10:25:27 AM
6875,1000936,Selma Farmers Market,,,,,,1st & High Street,Selma,Fresno,California,93662,,,,,,,,,-119.61200000000001,36.5687,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
6909,1004597,Shasta Growers Association Certified Farmers Markets/Anderson Market,http://www.shastagrowersassociation.com,Shasta Growers Association Farmers Markets,,,,1699 Hwy 273,Anderson,Shasta,California,96007,05/21/2015 to 10/29/2015,Thu: 7:30 AM-12:00 PM;,,,,,,,-122.288172,40.435319,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,5/15/2015 1:27:56 PM
6910,1011164,Shasta Growers Association Certified Farmers Markets/Burney Market,http://www.shastagrowersassociation.com,Shasta Growers Association Farmers Markets,,,,37143 Main Street,Burney ,Shasta,California,96013,06/10/2015 to 10/14/2015,Wed: 3:00 PM-6:00 PM;,,,,,,,-121.663545,40.881799,,Y,Y,N,Y,Y,-,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,5/15/2015 1:46:11 PM
6911,1011166,Shasta Growers Association Certified Farmers Markets/Marilyn Miller Market,http://www.shastagrowersassociation.com,Shasta Growers Association Farmers Markets,,,,1700 Churn Creek Road,Redding ,Shasta,California,96001,06/09/2015 to 10/13/2015,Tue: 7:30 AM-12:00 PM;,,,,,,,-122.354616,40.581776,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,5/15/2015 1:58:53 PM
6912,1004595,Shasta Growers Association Certified Farmers Markets/Saturday Redding Market,http://www.shastagrowersassociation.com,Shasta Growers Association Farmers Markets,,,,777 Cypress Ave.,Redding,Shasta,California,96001,04/04/2015 to 12/19/2015,Sat: 7:30 AM-12:00 PM;,,,,,,,-122.381055,40.572288,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,5/15/2015 1:31:43 PM
6913,1004596,Shasta Growers Association Certified Farmers Markets/Turtle Bay Market,http://www.shastagrowersassociation.com,Shasta Growers Association Farmers Markets,,,,Sundial Bridge Drive,Redding,Shasta,California,96001,06/07/2015 to 10/11/2015,Sun: 8:00 AM-12:00 PM;,,,,,,,-122.37786499999999,40.591272,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/15/2015 1:30:08 PM
6933,1000564,Shelter Cove CFM,,,,,,Machi Road next to motel,Shelter Cove,Humboldt,California,,,,,,,,,,-124.06700000000001,40.025999999999996,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
6974,1005576,Sierra Madre CFM,,,,,,S. Baldwin St. & Mariposa St.,,Los Angeles,California,,,,,,,,,,-118.053,34.1609,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
6975,1018804,Sierra View Farmers Market,http://visaliafarmersmarket.com,visalia farmers market,,,visaliafarmersmarket (instagram),465 W Putnam ,Porterville ,Tulare,California,93257,05/16/2017 to 08/29/2017,Tue: 8:00 AM-11:00 AM;,,,,,,,-119.025728,36.06908,,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,8/8/2017 1:25:47 PM
6984,1011044,Silver Lake CFM,,wwww.facebook.com/silverlake.cfm,,,,1500 Griffith Park Blvd,Los Angeles,Los Angeles,California,90026,01/01/2019 to 12/31/2019,Tue: 1:00 PM-7:00 PM;Sat: 8:00 AM-1:30 PM;,,,,,,,-118.277386,34.090540999999995,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,12/25/2018 12:02:06 PM
6992,1011811,Simi Valley City Hall Certified Farmers' Market,,https://www.facebook.com/simivalleycertifiedfarmersmarket/,,,,2757 Tapo Canyon rd,Simi Valley,Ventura,California,93093,01/01/2018 to 12/31/2018,Fri: 11:00 AM-3:30 PM;,01/01/2018 to 12/31/2018,Fri: 11:00 AM-3:30 PM;,,,,,-118.71809099999999,34.285295,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/27/2018 3:05:03 PM
7038,1010353,SOL Community Farmers' Market,http://www.solcommunityfarmersmarket.com,https://facebook.com/solcommunityfarmersmarket,https://twitter.com/solcfm,,,241 Main Street,Placerville,El Dorado,California,95667,07/17/2016 to 10/16/2016,Sun: 8:00 AM-12:00 PM;,,,,,,,-120.803523,38.727845,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,7/11/2016 7:05:27 PM
7039,1003836,Solana Beach Farmers Market,http://www.solanabeachfarmersmarket.com,https://www.facebook.com/SolanaBeachFarmersMarket,,,,444 South Cedros Avenue,Solana Beach,San Diego,California,92075,01/01/2016 to 12/31/2016,Sun: 12:00 PM-4:00 PM;,,,,,,,-117.269204,32.987194,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,7/26/2018 4:41:41 PM
7041,1003583,Soledad FM,,,,,,Encinal St. & Front St.,Soledad,Monterey,California,,,,,,,,,,-121.33,36.4275,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
7045,1006690,Solvang CFM,http://www.sbfarmersmarket.org,,,,,Copenhagen Dr. & 1st St.,Solvang,Santa Barbara,California,93101,,,,,,,,,-120.14,34.595,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
7049,1006248,Somersville CFM,,,,,,,Somersville,Contra Costa,California,,,,,,,,,,-121.84200000000001,38.0033,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
7056,1004837,Sonoma Friday CFM,,,,,,Depot Museum parking lot,Donoma,Sonoma,California,95409,,,,,,,,,-122.475,38.2953,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
7057,1018234,Sonora's Certified Farmers' Market,http://www.sonoraca.com/visitsonora/farmer,www.facebook.com/sonorafarmersmarket,https://twitter.com/Sheala_W,,,Theall and Stewart Street,Sonora,Tuolumne,California,95370,05/20/2017 to 10/14/2017,Sat: 7:30 AM-11:30 AM;,,,,,,,-120.3816619,37.9836641,,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,7/26/2018 3:56:41 PM
7063,1001242,South Berkeley Farmers' Market,http://www.ecologycenter.org/fm,,https://twitter.com/ecbfm,,,Adeline Street at 63rd Street,Berkeley,Alameda,California,94703,01/01/2016 to 12/31/2016,Tue: 2:00 PM-6:30 PM;,,,,,,,-122.27192240000002,37.84776110000001,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,6/27/2016 1:44:18 PM
7079,1003707,South Gate Farmers Market,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,,4855 Tweedy Blvd,South Gate,Los Angeles,California,90280,01/01/2014 to 12/31/2014,Mon: 10:00 AM-3:00 PM;,,,,,,,-118.18474499999999,33.942098,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,5/12/2014 6:30:07 PM
7091,1004071,South Lake Tahoe Tuesday Farmers Market,http://www.eldoradofarmersmarket.com,,,,,American Legion Hall (Hwy 50),South Lake Tahoe,El Dorado,California,96150,06/03/2014 to 10/14/2014,Tue: 8:00 AM-1:00 PM;,,,,,,,-119.979964,38.929445,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,3/21/2014 5:52:09 PM
7102,1001461,South Pasadena Farmers Market,http://www.southpasadenafarmersmarket.org,https://www.facebook.com/pages/South-Pasadena-Farmers-Market/130261473671096,,,,Meridan Ave. and El Centro Street,South Pasadena,Los Angeles,California,91030,03/14/2013 to 11/07/2013,Thu: 4:00 PM-8:00 PM;,11/14/2013 to 03/13/2014,Thu: 4:00 PM-7:00 PM;,,,,,-118.15728179999999,34.1147385,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,3/31/2014 11:23:28 PM
7109,1011377,South San Francisco Certified Farmers' Market,http://pcfma.org,facebook.com/SouthCityFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,748 Tennis Drive,South San Francisco ,San Mateo,California,94080,05/02/2015 to 10/24/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,-122.427016,37.654723,,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/16/2015 7:20:06 PM
7175,1002023,Spencer's Market - Morro Bay,http://www.slocountyfarmers.org,,,,,"Hwy. 1, North of Hwy. 41 Jtn.",Morro Bay,San Luis Obispo,California,93442,,,,,,,,,-120.859,35.3904,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
7209,1016907,St Helena Farmers Market (Napa Valley California),http://sthelenafarmersmkt.org,https://www.facebook.com/shfarmersmarket/,,,https://www.yelp.com/biz/st-helena-farmers-market-saint-helena,360 Crane Avenue,St. Helena,Napa,California,94574,05/05/2017 to 10/27/2017,Fri: 7:30 AM-12:00 PM;,,,,,,,-122.465451,38.492470000000004,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,4/6/2017 7:53:40 PM
7270,1000291,Stanford CFM,,,,,,Tressider Union,Standord,Santa Clara,California,94305,,,,,,,,,-122.171,37.4244,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
7310,1000722,Stockton Downtown Certified Farmers Market,http://www.sjcfarmersmarket.com,,,,,200 Main Street,Stockton,San Joaquin,California,95201,05/01/2013 to 10/30/2013,Wed: 8:00 AM-2:00 PM;,,,,,,,-121.28768899999999,37.953072,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/27/2013 11:48:11 PM
7313,1000726,Stockton Kaiser CFM,http://www.stocktonfarmersmarket.org,,,,,Kaiser Parking Lot,Stockton,San Joaquin,California,95205,,,,,,,,,-121.289,37.953,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
7322,1006600,Stonecreek Village Farmers' Market,http://www.pcfma.com/stonecreek,,,,,5757 Pacific Ave.,Stockton,San Joaquin,California,95207,May to October,Sat:9:00 AM - 1:00 PM;,,,,,,,-121.318491,38.001426,Private business parking lot,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/14/2012 12:54:55 PM
7325,1012534,Stonestown Farmers Market,https://www.agriculturalinstitute.org/directory/listing-details/stonestown-market,https://www.facebook.com/StonestownFarmersMarket/?fref=ts,,,,3251 20th Ave,San Francisco,San Francisco,California,94132,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.478978,37.730057,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,7/13/2016 1:44:55 PM
7349,1005965,Studio City Farmers Market,,,,,,Ventura Place And Radford Avenue,Studio City,Los Angeles,California,,,,,,,,,,-118.39299999999999,34.1434,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
7382,1006444,Sunblest,,,,,,10Th Street Modesto,Modesto,Stanislaus,California,,,,,,,,,,-120.99600000000001,37.6372,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
7387,1012530,Sunday Civic Center Farmers Market,https://www.agriculturalinstitute.org/directory/listing-details/sunday-san-rafael-market,https://www.facebook.com/MarinFarmersMarkets/?fref=ts,,,,3501 Civic Center Dr.,San Rafael,Marin,California,94903,01/01/2016 to 12/31/2016,Sun: 8:00 AM-1:00 PM;,,,,,,,-122.531204,37.998052,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,7/13/2016 1:10:16 PM
7398,1007351,Sunnyvale Farmers' Market,http://www.urbanvillageonline.com,,,,,Murphy Avenue Between Washington & Evelyn Streets,Sunnyvale,Santa Clara,California,94088,January to December,Sat:9:00 AM - 1:00 PM;,,,,,,,-122.0072376,37.3713926,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/1/2012 5:45:22 PM
7401,1010528,Sunrise Mall Farmers Market,http://www.bemoneysmartusa.org,https://www.facebook.com/SunriseMallFarmersMarket?fref=ts,,,http://www.yelp.com/biz/sunrise-mall-certified-farmers-market-by-bemoneysmartusa-citrus-heights-3?osq=sunrise+mall+farm,6196 Sunrise Boulevard,Citrus Heights,Sacramento,California,95610,01/01/2014 to 12/31/2014,Sat: 8:00 AM-1:00 PM;,,,,,,,-121.267404,38.671941,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,8/20/2014 5:47:39 PM
7402,1002647,Sunrise Station Certified Farmers' Market,http://www.marketlocations.com,,,,,Folsom Blvd & Sunrise Blvd,Rancho Cordova,Sacramento,California,95670,January to December,Sat:8:00 AM - 12:00 PM;,,,,,,,-121.2694,38.60565,Other,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5/15/2012 2:18:26 PM
7412,1009756,Surprise Valley Saturday Market,http://www.svsaturdaymarket.org,https://www.facebook.com/SVSaturdayMarket,,,,Bonner Street at Main,Cedarville ,Modoc,California,96104,06/25/2016 to 10/22/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-120.171644,41.527751,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/18/2016 6:09:07 PM
7421,1002133,Sutter Davis Hospital Farmers Market,http://www.sutterdavis.org/farmersmarket/,https://www.facebook.com/SutterDavisHospital,,,,2000 Sutter Place,Davis,Yolo,California,95616,05/15/2014 to 08/28/2014,Thu: 10:00 AM-1:00 PM;,,,,,,,-121.771134,38.562819,Healthcare Institution,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/13/2014 2:32:08 PM
7459,1019015,Tahoe City Farmers Market Thursday CFM,http://www.tahoecityfarmersmarket.com,https://www.facebook.com/tahoecityfarmersmarket/,,,https://www.instagram.com/tahoefarmersmarket/,400 N Lake Blvd,Tahoe City,Nevada,California,96145,05/16/2019 to 10/10/2019,Thu: 8:00 AM-1:00 PM;,,,,,,,-120.14113,39.169938,,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,12/24/2018 2:18:21 PM
7470,1009484,Tam Valley Farmers Market,http://www.tcsd.us/index.aspx?page=18&recordid=2214,,,,,219 Shoreline Highway,Mill Valley,,California,94941,,,,,,,,,-122.524,37.8803,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
7480,1003445,Tarana Farmers Market,http://www.farmernet.com,,,,,19130 Ventura Blvd.,Tarzana,Los Angeles,California,91356,,,,,,,,,-118.54899999999999,34.1726,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
7510,1002167,Tehachapi CFM,,,,,,Green  and S. Robinson Street,Tehachapi,Kern,California,93561,,,,,,,,,-118.447,35.131,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
7513,1007354,Temescal Farmers' Market,http://www.urbanvillageonline.com,,,,,5300 Claremont Avenue,Oakland,Alameda,California,94618,January to December,sun:9:00 AM - 1:00 PM;,,,,,,,-122.2603683,37.8394875,Federal/State government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/1/2012 6:04:24 PM
7516,1008720,Temple City CFM ,http://WWW.PASADENAFARMERSMARKET.ORG,https://www.facebook.com/pages/Temple-City-Farmers-Market/117101011699239,https://twitter.com/TempleCityFarmersMarket,,,9701 Las Tunas Blvd,Temple City,Los Angeles,California,91780,01/01/2014 to 12/31/2014,Sun: 8:00 AM-1:00 PM;,,,,,,,-118.05786299999998,34.107690000000005,Other,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,3/14/2014 11:25:26 AM
7518,1007771,Templeton CFM,http://www.northcountyfarmersmarkets.com,,,,,6th St. & Crocker,Templeton,San Luis Obispo,California,93446,,,,,,,,,-120.70700000000001,35.5491,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 27 2010 10:01AM
7519,1009450,Templeton Farmers Market,http://www.northcountyfarmersmarkets.com/,https://www.facebook.com/NorthCountyFarmersMarkets,,,,6th & Crocker Streets,Templeton,,California,93465,,,,,,,,,-120.70700000000001,35.5488,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
7539,1000574,The BLVD Market,http://www.cityoflancasterca.org/blvdmarket,https://www.facebook.com/TheBlvdFarmersMarket,,,,"Lancaster Boulevard, between Fern Avenue and Ehrlich Avenue",Lancaster,Los Angeles,California,93534,04/06/2017 to 10/26/2017,Thu: 4:00 PM-9:00 PM;,11/02/2017 to 03/29/2018,Thu: 2:00 PM-6:00 PM;,,,,,-118.14326899999999,34.697669,,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,6/28/2017 12:25:26 PM
7587,1003392,The Farmers Market at the Great Park,http://www.orange.cfbf.com/,,,,,The Great Park,Irvine,Orange,California,92618,January to December,sun:10:00 AM - 2:00 PM;,,,,,,,-117.7490656,33.665242,Local government building grounds,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/25/2012 3:15:52 PM
7588,1009561,The Farmers Market at the Grove School,,https://www.facebook.com/pages/The-Farmers-Market-at-The-Grove-School/174657082577947,,,,11126 Iowa Street,Redlands,,California,92373,,,,,,,,,-117.213,34.0515,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
7596,1007860,The Fresh Market Burlingame (2),,,,,,Capuchino Avenue at Broadway,Burlingame,San Mateo County,California,,,,,,,,,,-122.365,37.5852,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
7660,1009477,The Market Downtown Tulare,http://www.tularedowntown.com/Pages/FarmersMarket/Farmers%20Market.html,,,,,K Street,Visalia,,California,93292,,,,,,,,,-119.274,36.3073,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
7675,1005410,The New Dana Point CFM,,https://www.facebook.com/danapointcertifiedfarmersmarket,,,,Dana Pt. Pacific Coast Hwy & Golden Lantern St.,Dana Point,Orange,California,92629,,Sat: 9:00 AM-1:00 PM;,,,,,,,-117.699022,33.46779,Other,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,5/12/2014 5:10:17 PM
7700,1018628,The Petaluma East Side Farmers' Market,http://www.communityfarmersmarkets.com,https://www.facebook.com/petalumaeastsidefarmersmarket/,,,Instagram communitymarkets,320 N McDowell Blvd,Petaluma ,Sonoma,California,94954,01/08/2019 to 12/29/2020,Tue: 10:00 AM-1:30 PM;,,,,,,,-122.630899,38.252337,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,12/27/2018 6:17:29 PM
7712,1018624,The Springs Community Farmers' Market ,http://www.communityfarmersmarkets.com,https://www.facebook.com/TheSpringsCommunityFarmersMarket/,,,Instagram communitymarkets,Parking lot at Boyes Blvd & Hwy 12,Boyes Hot Springs ,Sonoma,California,95476,06/02/2019 to 12/15/2019,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.48205300000001,38.31433,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,12/27/2018 6:11:59 PM
7725,1011757,The WALL Food + Flowers + Farmers Market,http://www.communityevent.org,The WALL Food Flowers,The WALL,,TheWallLA on Instagram,755 Wall Street,Los Angeles,Los Angeles,California,90014,01/01/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-118.249691,34.040809,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,1/21/2016 3:51:25 PM
7733,1008826,The Woodland Farmers Market,http://www.thewoodlandfarmersmarket.org,https://www.facebook.com/pages/The-Woodland-Farmers-Market/128409933892000,,,,250 First Street ,Woodland ,Yolo,California,95695,05/10/2014 to 09/27/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-121.7737712,38.679231099999996,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,6/27/2016 1:17:45 PM
7734,1008827,The Woodland Farmers Market at Woodland Healthcare,http://www.thewoodlandfarmersmarket.org,https://www.facebook.com/pages/The-Woodland-Farmers-Market/128409933892000,,,,Corner of Cottonwood and Gibson Rd,Woodland,Yolo,California,95695,06/03/2014 to 08/26/2014,Tue: 4:30 AM-7:00 PM;,,,,,,,-121.79304499999999,38.663686,Healthcare Institution,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/27/2014 12:32:09 AM
7754,1003833,Thousand Oaks Certified Farmers' Market,http://www.vccfarmersmarkets.com,https://www.facebook.com/vccfm,,,,230 W. Hillcrest Drive,Thousand Oaks,Ventura,California,91301,01/03/2013 to 11/14/2013,Thu: 1:30 PM-6:00 PM;,,,,,,,-118.88376000000001,34.181413,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/4/2014 11:12:07 AM
